loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN00466,BR00466,FIXED,2020-05-07,2040-01-23,379012.72,0.00,9.53,240,WA,PURCHASE,C,17,50K-100K,CLOSED,0,Acme Servicing,2024-06-23,2024-05-02,COMPLETE,ORIG_SYS
LN00467,BR00467,ARM,2016-03-06,2045-09-30,369173.31,0.00,5.06,360,FL,CASHOUT,A,1,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-31,2024-05-05,COMPLETE,ORIG_SYS
LN00468,BR00468,FIXED,2015-09-05,2035-05-23,64058.44,37153.90,6.50,240,WA,REFI,B,18,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-06-03,2024-05-05,COMPLETE,ORIG_SYS
LN00469,BR00469,FIXED,2017-10-23,2047-05-19,52846.09,18496.13,8.62,360,PA,REFI,C,22,50K-100K,DELINQUENT,131,BlueRiver Loan Servicing,2024-05-11,2024-05-24,COMPLETE,ORIG_SYS
LN00470,BR00470,FIXED,2016-09-14,2036-06-01,337440.00,188966.40,7.07,240,PA,REFI,B,30,>150K,CURRENT,0,Acme Servicing,2024-05-20,2024-05-26,COMPLETE,ORIG_SYS
LN00471,BR00471,ARM,2020-05-26,2030-04-04,182777.04,0.00,13.45,120,IL,CASHOUT,D,32,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-08,2024-06-09,COMPLETE,ORIG_SYS
LN00472,BR00472,FIXED,2019-10-15,2034-07-28,107323.75,0.00,10.76,180,NC,CASHOUT,C,22,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-23,2024-06-11,COMPLETE,ORIG_SYS
LN00473,BR00473,ARM,2015-07-21,2030-05-03,271960.19,179493.73,5.67,180,NC,PURCHASE,A,34,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-24,2024-06-19,COMPLETE,ORIG_SYS
LN00474,BR00474,FIXED,2015-09-13,2035-05-31,128752.23,129752.23,14.22,240,GA,PURCHASE,D,3,100K-150K,CLOSED,0,Acme Servicing,2024-05-17,2024-03-14,COMPLETE,ORIG_SYS
LN00475,BR00475,FIXED,2015-06-04,2035-02-19,135527.40,0.00,11.81,240,OH,CASHOUT,D,8,50K-100K,CLOSED,0,Acme Servicing,2024-06-04,2024-05-30,COMPLETE,ORIG_SYS
LN00476,BR00476,ARM,2016-04-08,2026-02-15,305397.63,106889.17,5.95,120,NY,CASHOUT,A,16,<50K,CURRENT,0,Acme Servicing,2024-06-30,2024-04-03,COMPLETE,ORIG_SYS
LN00477,BR02596,ARM,2017-07-31,2036-03-17,312331.17,0.00,7.21,240,GA,PURCHASE,B,33,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-15,2024-04-03,COMPLETE,ORIG_SYS
LN00478,BR00478,ARM,2020-01-05,2034-10-18,64740.75,22011.86,12.54,180,TX,CASHOUT,D,30,50K-100K,DELINQUENT,145,BlueRiver Loan Servicing,2024-05-25,2024-04-14,COMPLETE,ORIG_SYS
LN00479,BR00479,FIXED,2015-12-03,2030-09-15,422655.25,0.00,10.15,180,IL,REFI,C,9,50K-100K,CURRENT,90,Cardinal Mortgage Co,2024-06-12,2024-06-28,COMPLETE,ORIG_SYS
LN00480,BR00480,FIXED,2016-11-17,2031-08-31,410089.97,164035.99,13.12,180,TX,PURCHASE,D,29,100K-150K,CURRENT,0,Acme Servicing,2024-05-12,2024-06-27,COMPLETE,ORIG_SYS
LN00481,BR00481,ARM,2021-05-06,2036-02-17,480284.34,441861.59,8.85,180,IL,CASHOUT,C,32,100K-150K,DELINQUENT,139,Cardinal Mortgage Co,2024-05-31,2024-05-23,COMPLETE,ORIG_SYS
LN00482,BR00482,FIXED,2020-06-05,2030-04-14,416976.24,396127.43,7.61,120,WA,CASHOUT,B,30,<50K,DELINQUENT,143,Acme Servicing,2024-05-10,2024-06-25,COMPLETE,ORIG_SYS
LN00483,BR00483,FIXED,2021-02-19,2035-12-03,435531.51,331003.95,9.07,180,TX,REFI,C,27,<50K,DELINQUENT,175,Acme Servicing,2024-05-09,2024-03-11,COMPLETE,ORIG_SYS
LN00484,BR00484,ARM,2016-06-24,2036-03-11,459407.10,0.00,5.21,240,TX,PURCHASE,A,9,<50K,CLOSED,0,Acme Servicing,2024-06-26,2024-04-01,COMPLETE,ORIG_SYS
LN00485,BR00485,ARM,2017-10-04,2027-08-13,414310.64,281731.24,10.06,120,IL,CASHOUT,C,16,50K-100K,DELINQUENT,96,Cardinal Mortgage Co,2024-06-19,2024-03-04,COMPLETE,ORIG_SYS
LN00486,BR00486,FIXED,2016-05-22,2026-03-31,55496.96,36627.99,7.88,120,CA,REFI,B,0,100K-150K,DELINQUENT,56,Cardinal Mortgage Co,2024-05-14,2024-06-03,COMPLETE,ORIG_SYS
LN00487,BR00487,ARM,2015-01-08,2029-10-21,418882.34,381182.93,7.58,180,CA,CASHOUT,B,26,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-05-13,2024-03-15,COMPLETE,ORIG_SYS
LN00488,BR00488,FIXED,2015-05-28,2044-12-21,328343.11,0.00,9.65,360,FL,PURCHASE,C,0,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-12,2024-06-03,COMPLETE,ORIG_SYS
LN00489,BR00489,FIXED,2021-06-07,2036-03-20,95795.81,58435.44,11.28,180,GA,PURCHASE,D,0,>150K,DELINQUENT,40,Acme Servicing,2024-05-15,2024-05-01,COMPLETE,ORIG_SYS
LN00490,BR00490,ARM,2015-02-14,2024-12-23,107342.00,0.00,8.70,120,IL,REFI,C,25,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-03,2024-03-31,COMPLETE,ORIG_SYS
LN00491,BR00491,ARM,2018-01-14,2047-08-10,283813.73,0.00,6.14,360,TX,CASHOUT,B,22,100K-150K,CLOSED,0,Acme Servicing,2024-06-01,2024-03-16,COMPLETE,ORIG_SYS
LN00492,BR00492,ARM,2018-07-14,2033-04-26,478490.33,0.00,5.48,180,WA,CASHOUT,A,8,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-07,2024-04-13,COMPLETE,ORIG_SYS
LN00493,BR00493,FIXED,2019-02-02,2028-12-11,385116.48,0.00,13.36,120,WA,REFI,D,5,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-28,2024-05-28,COMPLETE,ORIG_SYS
LN00494,BR00494,FIXED,2015-07-29,2025-06-06,280418.87,-191684.83,13.89,120,TX,CASHOUT,D,6,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-17,2024-06-27,COMPLETE,ORIG_SYS
LN00495,BR00495,ARM,2017-01-17,2026-11-26,194047.14,118368.76,14.66,120,IL,PURCHASE,D,18,<50K,DELINQUENT,45,Cardinal Mortgage Co,2024-05-19,2024-06-13,COMPLETE,ORIG_SYS
LN00496,BR00496,ARM,2020-03-15,2034-12-27,140457.27,101129.23,9.08,180,IL,REFI,C,21,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-17,2024-05-22,COMPLETE,ORIG_SYS
LN00497,BR00497,ARM,2020-06-18,2050-01-12,400236.17,0.00,4.04,360,IL,PURCHASE,A,27,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-26,2024-04-26,COMPLETE,ORIG_SYS
LN00498,BR00498,ARM,2020-12-27,2050-07-23,219022.69,118272.25,13.97,360,CA,PURCHASE,D,5,100K-150K,DELINQUENT,54,Acme Servicing,2024-05-06,2024-03-30,COMPLETE,ORIG_SYS
LN00499,BR00499,FIXED,2016-12-25,2026-11-03,56287.72,35461.26,11.72,120,IL,REFI,D,8,<50K,DELINQUENT,73,BlueRiver Loan Servicing,2024-05-27,2024-05-31,COMPLETE,ORIG_SYS
LN00500,BR00500,ARM,2015-12-12,2025-10-20,134035.80,42891.46,7.80,120,FL,CASHOUT,B,29,<50K,DELINQUENT,65,BlueRiver Loan Servicing,2024-05-17,2024-04-23,COMPLETE,ORIG_SYS
LN00501,BR00501,FIXED,2017-08-17,2027-06-26,422931.89,207236.63,4.08,120,NY,PURCHASE,A,5,>150K,DELINQUENT,81,Cardinal Mortgage Co,2024-05-08,2024-04-25,COMPLETE,ORIG_SYS
LN00502,BR00502,FIXED,2017-08-11,2032-05-24,256126.34,0.00,5.11,180,OH,PURCHASE,A,4,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-04,2024-04-20,COMPLETE,ORIG_SYS
LN00503,BR00503,FIXED,2018-08-12,2028-06-20,347203.51,348203.51,9.75,120,FL,PURCHASE,C,24,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-06,2022-11-29,COMPLETE,ORIG_SYS
LN00504,BR00504,FIXED,2021-08-20,2041-05-07,197226.89,78890.76,6.33,240,FL,REFI,B,34,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-17,2024-06-19,COMPLETE,ORIG_SYS
LN00505,BR00505,FIXED,2019-06-08,2029-04-16,175377.45,176377.45,13.62,120,FL,REFI,D,31,<50K,CURRENT,90,BlueRiver Loan Servicing,2024-05-13,2024-05-11,COMPLETE,ORIG_SYS
LN00506,BR00506,ARM,2019-05-09,2048-12-02,256638.24,0.00,11.97,360,FL,CASHOUT,D,21,50K-100K,CLOSED,0,Acme Servicing,2024-05-16,2024-06-09,COMPLETE,ORIG_SYS
LN00507,BR00507,ARM,2018-08-27,2048-03-22,179774.02,0.00,5.70,360,NY,CASHOUT,A,26,<50K,CLOSED,0,Acme Servicing,2024-06-14,2024-06-29,COMPLETE,ORIG_SYS
LN00508,BR00508,ARM,2018-05-19,2028-03-27,265513.28,212410.62,6.04,120,PA,REFI,B,27,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-03,2024-06-30,COMPLETE,ORIG_SYS
LN00509,BR00509,FIXED,2017-10-26,2047-05-22,-229863.34,0.00,5.51,360,TX,PURCHASE,A,26,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-31,2024-03-20,COMPLETE,ORIG_SYS
LN00510,BR00510,ARM,2015-10-13,2025-08-21,104906.72,60845.90,14.05,120,NY,CASHOUT,D,8,100K-150K,DELINQUENT,75,Acme Servicing,2024-05-29,2024-05-12,COMPLETE,ORIG_SYS
LN00511,BR00511,FIXED,2017-10-23,2037-07-10,432752.87,0.00,13.90,240,IL,CASHOUT,D,23,>150K,CLOSED,0,Acme Servicing,2024-05-03,2024-04-26,COMPLETE,ORIG_SYS
LN00512,BR00512,ARM,2019-03-09,2038-11-24,192704.30,0.00,9.51,240,WA,PURCHASE,C,3,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-06,2024-03-19,COMPLETE,ORIG_SYS
LN00513,BR00513,FIXED,2021-04-21,2031-02-28,214747.55,68719.22,9.48,120,NC,PURCHASE,C,12,100K-150K,CURRENT,0,Acme Servicing,2024-05-20,2024-03-06,COMPLETE,ORIG_SYS
LN00514,BR00514,FIXED,2018-02-28,2032-12-11,376568.78,5000.00,4.00,180,PA,REFI,A,23,50K-100K,CLOSED,0,Acme Servicing,2024-06-21,2024-04-03,COMPLETE,ORIG_SYS
LN00515,BR00515,FIXED,2017-09-19,2027-07-29,375848.26,0.00,14.96,120,OH,CASHOUT,D,8,<50K,CLOSED,0,Acme Servicing,2024-05-10,2024-03-26,COMPLETE,ORIG_SYS
LN00516,BR00516,ARM,2021-09-21,2051-04-17,347262.65,111124.05,5.15,360,IL,REFI,A,10,<50K,CURRENT,0,Cardinal Mortgage Co,2024-05-13,2024-06-11,COMPLETE,ORIG_SYS
LN00517,BR00517,FIXED,2020-10-06,2030-08-15,431900.91,358477.76,9.47,120,IL,PURCHASE,C,23,100K-150K,DELINQUENT,167,BlueRiver Loan Servicing,2024-05-15,2024-03-10,COMPLETE,ORIG_SYS
LN00518,BR00518,ARM,2019-08-08,2039-04-25,491568.01,0.00,13.02,240,WA,CASHOUT,D,2,100K-150K,CLOSED,0,Acme Servicing,2024-05-09,2024-03-21,COMPLETE,ORIG_SYS
LN00519,BR00519,FIXED,2019-12-30,2029-11-07,273532.00,0.00,4.42,120,TX,CASHOUT,A,30,50K-100K,CURRENT,90,Acme Servicing,2024-06-20,2024-03-14,COMPLETE,ORIG_SYS
LN00520,BR00520,FIXED,2019-04-07,2034-01-18,228819.27,215090.11,7.40,180,PA,CASHOUT,B,11,>150K,DELINQUENT,168,Cardinal Mortgage Co,2024-05-09,2024-06-05,COMPLETE,ORIG_SYS
LN00521,,FIXED,2016-01-18,2045-08-13,487965.20,243982.60,9.40,360,PA,CASHOUT,C,11,100K-150K,CURRENT,0,Acme Servicing,2024-05-27,2024-06-14,COMPLETE,ORIG_SYS
LN00522,BR00522,ARM,2019-05-28,2039-02-12,250968.51,5000.00,7.28,240,NC,CASHOUT,B,17,<50K,CLOSED,127,BlueRiver Loan Servicing,2024-05-25,2024-05-28,COMPLETE,ORIG_SYS
LN00523,BR00523,FIXED,2016-05-02,2026-03-11,198914.35,95478.89,12.30,120,WA,REFI,D,9,100K-150K,DELINQUENT,69,BlueRiver Loan Servicing,2024-05-05,2024-06-24,COMPLETE,ORIG_SYS
LN00524,BR00524,FIXED,2016-03-05,2026-01-12,360388.38,158570.89,46.00,120,CA,REFI,D,15,<50K,DELINQUENT,112,BlueRiver Loan Servicing,2024-06-14,2024-04-24,COMPLETE,ORIG_SYS
LN00525,BR00525,FIXED,2016-06-21,2046-01-15,463278.30,277966.98,14.38,360,IL,CASHOUT,D,15,<50K,CURRENT,0,Cardinal Mortgage Co,2024-06-23,2024-04-13,COMPLETE,ORIG_SYS
LN00526,BR00526,FIXED,2021-01-14,2030-11-23,441542.93,295833.76,7.37,120,TX,CASHOUT,B,32,50K-100K,DELINQUENT,46,BlueRiver Loan Servicing,2024-06-21,2024-06-21,COMPLETE,ORIG_SYS
LN00527,BR00527,ARM,2019-05-23,2048-12-16,233832.50,121592.90,6.55,360,PA,PURCHASE,B,15,50K-100K,DELINQUENT,88,Cardinal Mortgage Co,2024-06-28,2024-03-21,COMPLETE,ORIG_SYS
LN00528,BR00528,FIXED,2015-12-22,2025-10-30,347052.94,0.00,6.26,120,OH,PURCHASE,B,27,>150K,CLOSED,0,Cardinal Mortgage Co,2024-05-06,2024-03-11,COMPLETE,ORIG_SYS
LN00529,BR00529,FIXED,2020-01-17,2049-08-12,392032.30,207777.12,4.91,360,NY,REFI,A,29,>150K,DELINQUENT,179,Cardinal Mortgage Co,2024-06-30,2024-05-05,COMPLETE,ORIG_SYS
LN00530,BR00530,FIXED,2020-06-09,2050-01-03,377157.08,211207.96,9.20,360,PA,PURCHASE,C,16,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-09,2024-03-30,COMPLETE,ORIG_SYS
LN00531,BR00531,ARM,2020-03-23,2035-01-04,249964.77,0.00,6.27,180,FL,CASHOUT,B,10,>150K,CLOSED,0,Acme Servicing,2024-06-01,2024-05-11,COMPLETE,ORIG_SYS
LN00532,BR00532,FIXED,2018-03-21,2047-10-15,205883.04,94706.20,7.80,360,PA,REFI,B,19,<50K,CURRENT,0,Acme Servicing,2024-05-11,2024-05-20,COMPLETE,ORIG_SYS
LN00533,BR00533,ARM,2017-05-15,2027-03-24,277975.01,164005.26,6.53,120,NC,REFI,B,27,<50K,DELINQUENT,57,Cardinal Mortgage Co,2024-06-11,2024-04-07,COMPLETE,ORIG_SYS
LN00534,BR00534,FIXED,2019-02-21,2048-09-16,166678.16,85005.86,14.66,360,TX,REFI,D,22,<50K,CURRENT,0,Cardinal Mortgage Co,2024-05-08,2024-05-16,COMPLETE,ORIG_SYS
LN00535,BR00535,FIXED,2015-05-04,2030-02-14,356809.87,253335.01,8.63,180,CA,PURCHASE,C,15,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-14,2024-04-26,COMPLETE,ORIG_SYS
LN00536,BR00536,ARM,2018-01-12,2037-09-29,66394.38,57099.17,4.39,240,TX,PURCHASE,A,18,<50K,CURRENT,90,BlueRiver Loan Servicing,2024-06-19,2024-05-04,COMPLETE,ORIG_SYS
LN00537,BR00537,ARM,2018-04-01,2033-01-12,295201.24,0.00,11.26,180,NC,CASHOUT,D,32,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-11,2024-05-02,COMPLETE,ORIG_SYS
LN00538,BR00538,ARM,2016-02-08,2030-11-21,278295.79,0.00,7.32,180,NY,PURCHASE,B,19,100K-150K,CLOSED,0,Acme Servicing,2024-05-29,2024-04-07,COMPLETE,ORIG_SYS
LN00539,BR00539,FIXED,2019-06-09,2029-04-17,228800.25,134992.15,4.15,120,WA,REFI,A,16,<50K,DELINQUENT,172,Cardinal Mortgage Co,2024-06-14,2024-03-31,COMPLETE,ORIG_SYS
LN00540,BR00540,FIXED,2021-10-30,2051-05-26,188876.90,128436.29,10.60,360,NC,PURCHASE,C,11,100K-150K,DELINQUENT,167,Cardinal Mortgage Co,2024-06-10,2024-06-14,COMPLETE,ORIG_SYS
LN00541,BR00541,ARM,2020-07-31,2030-06-09,270986.82,0.00,5.91,120,NY,REFI,A,11,<50K,CLOSED,0,Acme Servicing,2024-05-03,2022-11-29,COMPLETE,ORIG_SYS
,BR00542,FIXED,2018-10-26,2048-05-21,429192.16,248931.45,6.09,360,FL,REFI,B,16,>150K,CURRENT,90,Cardinal Mortgage Co,2024-05-18,2024-06-21,COMPLETE,ORIG_SYS
LN00543,BR00543,FIXED,2017-12-26,2032-10-08,317616.20,203274.37,7.02,180,PA,REFI,B,32,100K-150K,DELINQUENT,116,BlueRiver Loan Servicing,2024-06-29,2024-06-29,COMPLETE,ORIG_SYS
LN00544,BR00544,FIXED,2021-11-04,2041-07-22,275273.09,5000.00,4.55,240,OH,REFI,A,23,50K-100K,CLOSED,0,Cardinal Mortgage Co,13/40/2020,2024-05-13,COMPLETE,ORIG_SYS
LN00545,BR00545,ARM,2021-08-31,2020-08-31,130516.15,105718.08,7.19,180,CA,PURCHASE,B,1,100K-150K,DELINQUENT,147,BlueRiver Loan Servicing,2024-05-18,2024-06-10,COMPLETE,ORIG_SYS
LN00546,BR00546,FIXED,2015-07-04,2030-04-16,421946.54,0.00,6.25,180,GA,PURCHASE,B,0,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-05,2024-04-15,COMPLETE,ORIG_SYS
LN00547,BR00547,FIXED,2017-09-14,2027-07-24,243083.80,94802.68,7.31,120,WA,PURCHASE,B,26,>150K,CURRENT,0,Acme Servicing,2024-06-19,2024-05-17,COMPLETE,ORIG_SYS
LN00548,BR00548,FIXED,2015-11-10,2045-06-05,412513.75,379512.65,9.39,360,PA,REFI,C,21,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-06-14,2024-03-26,COMPLETE,ORIG_SYS
LN00549,BR00549,ARM,2016-11-09,2046-06-05,448798.24,327622.72,8.35,360,IL,PURCHASE,C,13,<50K,CURRENT,0,Acme Servicing,2024-06-04,2024-03-13,COMPLETE,ORIG_SYS
LN00550,BR00550,ARM,2016-09-03,2036-05-21,245038.89,166626.45,9.66,240,IL,CASHOUT,C,7,100K-150K,DELINQUENT,134,Cardinal Mortgage Co,2024-06-12,2024-05-15,COMPLETE,ORIG_SYS
LN00551,BR00551,FIXED,2021-05-03,2041-01-18,117380.39,80992.47,14.44,240,TX,CASHOUT,D,29,<50K,DELINQUENT,83,Acme Servicing,2024-05-20,2024-03-22,COMPLETE,ORIG_SYS
LN00552,BR00552,FIXED,2016-07-16,2046-02-09,499871.68,294924.29,6.54,360,PA,CASHOUT,B,7,50K-100K,CURRENT,0,Acme Servicing,2024-06-17,2024-03-05,COMPLETE,ORIG_SYS
LN00553,BR00553,FIXED,2020-06-03,2040-02-19,449954.49,0.00,8.87,240,GA,PURCHASE,C,30,>150K,CLOSED,0,Acme Servicing,2024-05-20,2024-03-05,COMPLETE,ORIG_SYS
LN00554,BR00554,ARM,2015-11-01,2025-09-09,445745.59,196128.06,9.40,120,TX,PURCHASE,C,13,>150K,DELINQUENT,132,Cardinal Mortgage Co,2024-05-10,2024-05-23,COMPLETE,ORIG_SYS
LN00555,BR00555,ARM,2015-10-25,2035-07-12,386972.15,0.00,4.82,240,NC,CASHOUT,A,13,100K-150K,CLOSED,0,Acme Servicing,2024-05-19,2024-05-29,COMPLETE,ORIG_SYS
LN00556,BR00556,ARM,,2031-02-01,263471.96,0.00,9.45,180,NY,PURCHASE,C,25,50K-100K,CLOSED,0,Acme Servicing,2024-05-30,2024-04-01,COMPLETE,ORIG_SYS
LN02520,BR00557,FIXED,2016-11-04,2031-08-18,404403.15,287126.24,12.46,180,GA,CASHOUT,D,34,100K-150K,DELINQUENT,126,BlueRiver Loan Servicing,2024-06-19,2024-05-14,COMPLETE,ORIG_SYS
LN00558,BR00558,ARM,2019-01-28,2038-10-15,74007.94,48105.16,14.20,240,CA,REFI,D,16,>150K,CURRENT,0,Cardinal Mortgage Co,2024-05-23,2024-04-13,COMPLETE,ORIG_SYS
LN00559,BR00559,FIXED,2020-01-29,2039-10-16,152515.02,143364.12,8.68,240,NC,PURCHASE,C,15,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-16,2024-06-21,COMPLETE,ORIG_SYS
LN00560,BR00560,FIXED,2016-02-01,2035-10-19,371588.07,230384.60,6.49,240,NY,PURCHASE,B,11,<50K,CURRENT,0,Acme Servicing,2024-06-09,2024-06-28,COMPLETE,ORIG_SYS
LN00561,BR00561,FIXED,2019-04-03,2038-12-19,64020.11,22407.04,7.75,240,FL,CASHOUT,B,20,50K-100K,DELINQUENT,123,BlueRiver Loan Servicing,2024-06-27,2024-05-06,COMPLETE,ORIG_SYS
LN00562,BR00562,ARM,2017-01-25,2046-08-21,415346.68,369658.55,8.93,360,NY,CASHOUT,C,5,<50K,CURRENT,0,Acme Servicing,2024-06-19,2024-05-22,COMPLETE,ORIG_SYS
LN00563,BR00563,FIXED,2016-05-21,2045-12-15,135340.87,50076.12,10.56,360,NY,CASHOUT,C,17,50K-100K,DELINQUENT,98,BlueRiver Loan Servicing,2024-05-26,2024-05-24,COMPLETE,ORIG_SYS
LN00564,BR00564,FIXED,2018-03-23,2047-10-17,125775.34,0.00,5.23,360,FL,PURCHASE,A,18,100K-150K,CLOSED,0,Acme Servicing,2024-05-16,2024-04-15,COMPLETE,ORIG_SYS
LN00565,BR00565,ARM,2018-01-03,2037-09-20,69736.23,50210.09,4.81,240,OH,PURCHASE,A,8,100K-150K,DELINQUENT,146,BlueRiver Loan Servicing,2024-06-26,2024-06-06,COMPLETE,ORIG_SYS
LN00566,BR00566,ARM,2015-06-10,2030-03-23,138634.91,0.00,12.95,180,IL,REFI,D,21,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-26,2024-03-13,COMPLETE,ORIG_SYS
LN00567,BR00567,FIXED,2018-03-15,2037-11-30,445601.05,0.00,7.22,240,PA,CASHOUT,B,15,50K-100K,CLOSED,0,Acme Servicing,2024-05-18,2024-04-21,COMPLETE,ORIG_SYS
LN00568,BR00568,ARM,2020-10-26,2050-05-22,53355.39,17607.28,9.84,360,IL,PURCHASE,C,6,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-05-16,2024-06-08,COMPLETE,ORIG_SYS
LN00569,BR00569,FIXED,2015-11-19,2025-09-27,393345.62,0.00,8.95,120,TX,REFI,C,13,50K-100K,CLOSED,0,Acme Servicing,2024-06-22,2024-03-04,COMPLETE,ORIG_SYS
LN00570,BR00570,ARM,2021-08-13,2031-06-22,423785.67,398358.53,9.27,120,NY,REFI,C,19,>150K,CURRENT,0,Acme Servicing,2024-05-30,2024-03-25,COMPLETE,ORIG_SYS
LN00571,BR00571,ARM,2019-10-25,2039-07-12,297171.46,205048.31,8.51,240,CA,CASHOUT,C,5,>150K,CURRENT,0,Acme Servicing,2024-06-05,2024-06-13,COMPLETE,ORIG_SYS
LN00572,BR00572,FIXED,2021-09-19,2041-06-06,280829.50,0.00,4.55,240,FL,PURCHASE,A,17,50K-100K,CLOSED,0,Acme Servicing,2024-06-06,2024-05-21,COMPLETE,ORIG_SYS
LN00573,BR00573,FIXED,2019-02-02,2048-08-28,277580.16,124911.07,4.30,360,TX,REFI,A,31,100K-150K,DELINQUENT,89,Cardinal Mortgage Co,2024-06-20,2024-05-12,COMPLETE,ORIG_SYS
LN00574,BR00574,ARM,2015-05-09,2044-12-02,237515.46,135383.81,9.25,360,OH,CASHOUT,C,32,>150K,DELINQUENT,169,Acme Servicing,2024-05-13,2024-05-12,COMPLETE,ORIG_SYS
LN00575,BR00575,FIXED,2018-02-01,2032-11-14,204650.29,0.00,5.11,180,NC,PURCHASE,A,24,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-26,2024-03-24,COMPLETE,ORIG_SYS
LN00576,BR00576,ARM,2020-08-09,2035-05-23,303465.26,0.00,13.46,180,CA,CASHOUT,D,28,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-11,2024-06-11,COMPLETE,ORIG_SYS
LN00577,BR00577,FIXED,2019-09-13,2049-04-08,279495.02,114592.96,14.01,360,PA,REFI,D,32,<50K,CURRENT,0,Acme Servicing,2024-06-29,2024-03-12,COMPLETE,ORIG_SYS
LN00578,BR00578,ARM,2021-06-30,2031-05-09,395015.71,248859.90,4.61,120,TX,REFI,A,9,100K-150K,DELINQUENT,134,Cardinal Mortgage Co,2024-05-29,2024-04-22,COMPLETE,ORIG_SYS
LN00579,BR00579,ARM,2016-06-18,2046-01-12,247766.79,230423.11,4.60,360,NC,PURCHASE,A,23,<50K,CURRENT,0,Acme Servicing,2024-06-02,2024-05-19,COMPLETE,ORIG_SYS
LN00580,BR00580,FIXED,2015-05-19,2025-03-27,275016.30,123757.34,13.49,120,GA,PURCHASE,D,19,100K-150K,DELINQUENT,35,Acme Servicing,2024-05-18,2024-03-12,COMPLETE,ORIG_SYS
LN00581,BR00581,ARM,2015-07-14,2045-02-06,425724.99,259692.24,6.55,360,GA,PURCHASE,B,23,<50K,CURRENT,0,Acme Servicing,2024-05-04,2022-11-29,COMPLETE,ORIG_SYS
LN00582,BR00582,ARM,2017-06-04,2027-04-13,78243.48,39904.17,9.37,120,IL,PURCHASE,C,10,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-02,2024-03-11,COMPLETE,ORIG_SYS
LN00583,BR00583,ARM,2019-03-12,2038-11-27,236798.34,184702.71,10.24,240,FL,PURCHASE,C,4,>150K,CURRENT,0,Acme Servicing,2024-05-24,2024-04-06,COMPLETE,ORIG_SYS
LN00584,BR00584,FIXED,2021-06-16,2031-04-25,426744.60,5000.00,11.77,120,PA,PURCHASE,D,0,100K-150K,CLOSED,163,Cardinal Mortgage Co,2024-05-30,2024-05-08,COMPLETE,ORIG_SYS
LN00585,BR00585,FIXED,2015-01-09,2024-11-17,223210.60,75891.60,8.07,120,GA,CASHOUT,C,18,50K-100K,DELINQUENT,131,Cardinal Mortgage Co,2024-06-12,2024-04-23,COMPLETE,ORIG_SYS
LN00586,BR00586,ARM,2020-02-02,2029-12-11,356724.88,263976.41,10.92,120,PA,REFI,C,9,50K-100K,DELINQUENT,47,Cardinal Mortgage Co,2024-05-17,2024-06-06,COMPLETE,ORIG_SYS
LN00587,BR00587,FIXED,2016-03-06,2045-09-30,165787.09,0.00,9.38,360,FL,PURCHASE,C,22,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-27,2024-05-22,COMPLETE,ORIG_SYS
LN00588,BR00588,FIXED,2015-07-02,2045-01-25,82832.60,0.00,11.98,360,TX,CASHOUT,D,26,>150K,CLOSED,0,Acme Servicing,2024-06-07,2024-04-23,COMPLETE,ORIG_SYS
