loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN00122,BR00122,FIXED,2018-04-16,2038-01-01,393165.54,180856.15,13.58,240,PA,PURCHASE,D,10,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-05-27,2024-05-18,COMPLETE,ORIG_SYS
LN00123,BR00123,FIXED,2020-08-02,2035-05-16,148485.47,60879.04,6.67,180,CA,REFI,B,27,<50K,DELINQUENT,159,Cardinal Mortgage Co,2024-06-17,2024-06-14,COMPLETE,ORIG_SYS
LN00124,BR00124,FIXED,2015-10-16,2030-07-29,102066.88,0.00,8.58,180,NC,CASHOUT,C,5,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-07,2024-04-18,COMPLETE,ORIG_SYS
LN00125,BR00125,ARM,2019-05-01,2029-03-09,491369.52,0.00,14.16,120,TX,PURCHASE,D,9,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-06-17,2024-04-13,COMPLETE,ORIG_SYS
LN00126,BR00126,ARM,2018-12-10,2028-10-18,424638.18,246290.14,7.00,120,IL,PURCHASE,B,24,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-30,2024-03-04,COMPLETE,ORIG_SYS
LN00127,BR00127,ARM,2015-09-22,2025-07-31,282406.73,0.00,5.95,120,OH,PURCHASE,A,11,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-06-20,2024-05-11,COMPLETE,ORIG_SYS
LN00128,BR00128,ARM,2020-03-22,2035-01-03,352518.99,285540.38,5.64,180,GA,CASHOUT,A,14,50K-100K,CURRENT,0,Acme Servicing,2024-06-17,2024-04-02,COMPLETE,ORIG_SYS
LN00129,BR00129,FIXED,2016-07-08,2046-02-01,271065.85,0.00,10.64,360,TX,CASHOUT,C,3,50K-100K,CLOSED,0,Acme Servicing,2024-06-12,2024-04-28,COMPLETE,ORIG_SYS
LN00130,BR00130,ARM,2016-07-20,2026-05-29,73763.20,42782.66,6.07,120,OH,REFI,B,22,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-10,2024-06-11,COMPLETE,ORIG_SYS
LN00131,BR00131,FIXED,2016-11-02,2046-05-29,437360.44,284284.29,4.19,360,GA,REFI,A,13,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-05-27,2024-05-31,COMPLETE,ORIG_SYS
LN02910,BR00132,ARM,2018-09-08,2048-04-03,276880.37,0.00,6.74,360,WA,REFI,B,7,100K-150K,CLOSED,0,Acme Servicing,2024-05-23,2024-04-02,COMPLETE,ORIG_SYS
LN00133,BR00133,FIXED,2017-04-23,2027-03-02,88692.06,36363.74,46.00,120,ZZ,CASHOUT,D,34,>150K,CURRENT,0,Acme Servicing,2024-05-03,2024-04-14,COMPLETE,ORIG_SYS
LN00134,BR00134,ARM,2016-04-04,2045-10-29,226813.18,210936.26,4.38,360,PA,PURCHASE,A,16,100K-150K,DELINQUENT,173,Cardinal Mortgage Co,2024-06-13,2024-06-01,COMPLETE,ORIG_SYS
LN00135,BR00135,ARM,2018-10-09,2033-07-22,304889.29,0.00,10.13,180,WA,PURCHASE,C,18,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-26,2024-05-17,COMPLETE,ORIG_SYS
LN00136,BR00136,ARM,2017-11-12,2032-08-25,167083.09,140349.80,7.12,180,TX,REFI,B,26,50K-100K,CURRENT,0,Acme Servicing,2024-05-31,2024-06-11,COMPLETE,ORIG_SYS
LN00137,BR00137,FIXED,2019-08-19,2049-03-14,303842.81,91152.84,7.79,360,NY,CASHOUT,B,22,>150K,DELINQUENT,39,Acme Servicing,2024-05-12,2024-03-17,COMPLETE,ORIG_SYS
LN00138,BR00138,FIXED,2020-10-02,2050-04-28,264241.29,89842.04,5.17,360,WA,PURCHASE,A,10,100K-150K,DELINQUENT,81,Acme Servicing,2024-06-18,2024-03-16,COMPLETE,ORIG_SYS
LN00139,BR00139,FIXED,2017-11-22,2037-08-09,143143.32,55825.89,5.72,240,TX,PURCHASE,A,12,50K-100K,CURRENT,0,Acme Servicing,2024-06-27,2024-04-29,COMPLETE,ORIG_SYS
LN00140,BR00140,FIXED,2019-03-07,2033-12-18,169163.23,0.00,7.78,180,CA,CASHOUT,B,24,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-24,2024-06-24,COMPLETE,ORIG_SYS
LN00141,BR00141,FIXED,2015-11-01,2025-09-09,328806.17,259756.87,5.05,120,GA,PURCHASE,A,34,50K-100K,DELINQUENT,157,Acme Servicing,2024-06-18,2024-05-14,COMPLETE,ORIG_SYS
LN00142,BR00142,ARM,2015-08-04,2035-04-21,476890.47,391050.19,5.96,240,TX,PURCHASE,A,17,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-13,2024-03-07,COMPLETE,ORIG_SYS
LN00143,BR00143,FIXED,2020-06-10,2040-02-26,228886.26,86976.78,11.77,240,NC,PURCHASE,D,27,>150K,DELINQUENT,128,Acme Servicing,2024-05-27,2024-04-23,COMPLETE,ORIG_SYS
LN00144,BR00144,ARM,2017-12-14,2047-07-10,233901.22,210511.10,6.78,360,NC,CASHOUT,B,11,50K-100K,DELINQUENT,124,BlueRiver Loan Servicing,2024-05-04,2024-04-24,COMPLETE,ORIG_SYS
LN00145,BR00145,FIXED,2017-05-26,2037-02-10,346439.03,176683.91,6.76,240,IL,PURCHASE,B,10,<50K,DELINQUENT,175,BlueRiver Loan Servicing,2024-05-19,2024-03-07,COMPLETE,ORIG_SYS
LN00146,BR00146,ARM,2018-11-07,2048-06-02,146542.54,0.00,6.51,360,IL,CASHOUT,B,33,>150K,CLOSED,0,Acme Servicing,2024-05-26,2024-06-18,COMPLETE,ORIG_SYS
LN00147,BR00147,ARM,2021-06-21,2051-01-15,73659.20,66293.28,8.01,360,IL,REFI,C,1,>150K,DELINQUENT,88,Cardinal Mortgage Co,2024-05-08,2024-04-25,COMPLETE,ORIG_SYS
LN00148,BR00148,FIXED,2016-01-13,2045-08-08,384556.98,238425.33,4.01,360,WA,REFI,A,27,>150K,CURRENT,0,Acme Servicing,2024-05-10,2024-03-18,COMPLETE,ORIG_SYS
LN00149,BR00149,ARM,2015-05-26,2030-03-08,304285.06,121714.02,12.99,180,NY,REFI,D,8,>150K,DELINQUENT,95,Acme Servicing,2024-05-05,2024-03-28,COMPLETE,ORIG_SYS
LN00150,BR00150,ARM,2019-01-25,2048-08-20,134424.18,0.00,12.50,360,TX,PURCHASE,D,13,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-02,2024-06-01,COMPLETE,ORIG_SYS
LN00151,BR00151,FIXED,2019-02-27,2048-09-22,491964.93,0.00,9.11,360,TX,REFI,C,4,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-15,2024-06-04,COMPLETE,ORIG_SYS
LN00152,BR00152,ARM,2017-01-29,2036-10-16,177978.71,0.00,11.10,240,NC,REFI,D,17,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-21,2024-04-23,COMPLETE,ORIG_SYS
LN00153,BR00153,ARM,2017-07-30,2047-02-23,350748.83,115747.11,4.92,360,NC,REFI,A,32,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-06-22,2024-04-23,COMPLETE,ORIG_SYS
LN00154,BR00154,ARM,2015-08-31,2035-05-18,204863.49,114723.55,5.62,240,WA,CASHOUT,A,8,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-23,2024-03-05,COMPLETE,ORIG_SYS
LN00155,BR00155,FIXED,2017-12-08,2027-10-17,335405.50,107329.76,14.97,120,IL,REFI,D,33,100K-150K,DELINQUENT,94,Acme Servicing,2024-06-18,2024-04-08,COMPLETE,ORIG_SYS
LN00156,BR00156,ARM,2017-08-29,2027-07-08,456345.12,415274.06,8.35,120,GA,PURCHASE,C,2,<50K,CURRENT,0,Cardinal Mortgage Co,2024-05-06,2024-06-12,COMPLETE,ORIG_SYS
LN00157,BR00157,FIXED,2020-12-18,2040-09-04,462085.19,258767.71,8.19,240,TX,CASHOUT,C,10,50K-100K,DELINQUENT,148,Cardinal Mortgage Co,2024-06-19,2024-04-30,COMPLETE,ORIG_SYS
LN00158,BR00158,ARM,2015-08-24,2035-05-11,483967.94,367815.63,7.66,240,TX,CASHOUT,B,21,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-05-06,2024-04-17,COMPLETE,ORIG_SYS
LN00159,BR00159,ARM,2018-09-26,2033-07-09,408104.85,359132.27,5.94,180,WA,CASHOUT,A,26,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-06-04,2024-03-20,COMPLETE,ORIG_SYS
LN00160,BR00160,FIXED,2017-09-05,2027-07-15,212719.56,74451.85,7.56,120,OH,REFI,B,6,>150K,CURRENT,0,Cardinal Mortgage Co,2024-05-25,2024-06-20,COMPLETE,ORIG_SYS
LN00161,BR00161,ARM,2016-05-29,2031-03-12,120885.50,0.00,4.44,180,FL,REFI,A,23,>150K,CLOSED,0,Cardinal Mortgage Co,2024-05-04,2024-06-26,COMPLETE,ORIG_SYS
LN00162,BR00162,FIXED,2016-01-20,2045-08-15,72102.94,31004.26,5.82,360,IL,PURCHASE,A,18,100K-150K,DELINQUENT,39,BlueRiver Loan Servicing,2024-05-15,2024-06-06,COMPLETE,ORIG_SYS
LN00163,BR00163,ARM,2019-06-18,2049-01-11,328005.01,0.00,9.04,360,NC,PURCHASE,C,3,50K-100K,CLOSED,0,Acme Servicing,2024-06-06,2024-05-09,COMPLETE,ORIG_SYS
LN00164,BR00164,FIXED,2017-03-24,2046-10-18,220239.42,0.00,8.55,360,ZZ,REFI,C,11,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-20,2024-04-11,COMPLETE,ORIG_SYS
LN00165,BR00165,ARM,2020-04-03,2039-12-20,152890.52,62685.11,4.38,240,GA,PURCHASE,A,20,50K-100K,DELINQUENT,137,BlueRiver Loan Servicing,2024-05-31,2024-06-27,COMPLETE,ORIG_SYS
LN00166,BR00166,FIXED,2021-10-23,2031-09-01,246500.37,150365.23,9.27,120,NC,PURCHASE,C,25,100K-150K,CURRENT,0,Acme Servicing,2024-06-17,2024-04-06,COMPLETE,ORIG_SYS
LN00167,BR00167,FIXED,2021-09-19,2031-07-29,72875.06,64130.05,8.18,120,WA,CASHOUT,C,28,100K-150K,DELINQUENT,100,BlueRiver Loan Servicing,2024-05-17,2024-03-29,COMPLETE,ORIG_SYS
LN00168,BR00168,FIXED,2016-04-27,2045-11-21,337071.53,239320.79,13.65,360,OH,CASHOUT,D,32,>150K,DELINQUENT,75,Cardinal Mortgage Co,2024-06-09,2024-04-20,COMPLETE,ORIG_SYS
LN00169,BR00169,ARM,2018-06-18,2028-04-26,415455.33,249273.20,7.49,120,NY,REFI,B,4,50K-100K,DELINQUENT,140,Acme Servicing,2024-06-08,2024-04-17,COMPLETE,ORIG_SYS
LN00170,BR00170,ARM,2020-01-06,2034-10-19,452609.55,0.00,5.91,180,TX,CASHOUT,A,5,50K-100K,CLOSED,0,Acme Servicing,2024-06-07,2024-05-27,COMPLETE,ORIG_SYS
LN00171,BR00171,FIXED,2019-12-25,2049-07-20,447271.50,339926.34,6.72,360,OH,REFI,B,28,<50K,DELINQUENT,155,BlueRiver Loan Servicing,2024-06-14,2024-06-01,COMPLETE,ORIG_SYS
LN00172,BR00172,ARM,2018-10-07,2048-05-02,107274.29,0.00,6.14,360,WA,REFI,B,8,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-17,2024-06-18,COMPLETE,ORIG_SYS
LN00173,BR00173,FIXED,2020-08-13,2035-05-27,251708.28,133405.39,12.87,180,TX,REFI,D,13,100K-150K,DELINQUENT,66,Acme Servicing,2024-05-08,2024-04-02,COMPLETE,ORIG_SYS
LN00174,BR00174,ARM,2017-07-02,2027-05-11,172761.95,101929.55,4.74,120,FL,CASHOUT,A,8,100K-150K,CURRENT,0,Cardinal Mortgage Co,2024-06-27,2024-03-12,COMPLETE,ORIG_SYS
LN00175,BR00175,ARM,2015-03-01,2044-09-24,339349.29,322381.83,7.78,360,GA,CASHOUT,B,17,>150K,DELINQUENT,100,BlueRiver Loan Servicing,2024-06-03,2024-04-01,COMPLETE,ORIG_SYS
LN00176,BR00176,FIXED,2018-04-08,2033-01-19,57112.50,31983.00,5.10,180,IL,REFI,A,29,>150K,DELINQUENT,104,Acme Servicing,2024-05-19,2024-06-04,COMPLETE,ORIG_SYS
LN00177,BR00177,ARM,2020-04-10,2049-11-04,431526.59,0.00,5.78,360,GA,PURCHASE,A,11,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-17,2024-05-30,COMPLETE,ORIG_SYS
LN00178,BR00178,FIXED,2017-12-15,2032-09-27,472462.41,311825.19,11.68,180,NY,PURCHASE,D,26,<50K,DELINQUENT,122,BlueRiver Loan Servicing,2024-05-05,2024-03-31,COMPLETE,ORIG_SYS
LN00179,BR00179,FIXED,2019-08-31,2039-05-18,425354.40,174395.30,7.62,240,NC,PURCHASE,B,32,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-22,2024-05-26,COMPLETE,ORIG_SYS
LN00180,BR00180,ARM,2016-08-11,2046-03-07,416513.24,387357.31,9.29,360,NY,CASHOUT,C,15,100K-150K,DELINQUENT,71,Acme Servicing,2024-05-16,2024-03-30,COMPLETE,ORIG_SYS
LN00181,BR00181,ARM,2020-01-19,2049-08-14,220243.11,0.00,8.01,360,NY,REFI,C,19,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-09,2024-06-26,COMPLETE,ORIG_SYS
LN00182,BR00182,FIXED,2019-12-28,2049-07-23,283511.59,102064.17,5.49,360,ZZ,PURCHASE,A,13,<50K,CURRENT,0,Acme Servicing,2024-06-20,2024-06-07,COMPLETE,ORIG_SYS
LN00183,BR00183,ARM,2020-01-27,2049-08-22,265737.68,191331.13,10.95,360,TX,REFI,C,22,50K-100K,DELINQUENT,140,Acme Servicing,2024-05-07,2024-06-22,COMPLETE,ORIG_SYS
LN00184,BR00184,FIXED,2020-03-01,2019-03-02,378416.86,227050.12,4.40,360,TX,PURCHASE,A,14,50K-100K,CURRENT,0,Acme Servicing,2024-06-13,2024-06-08,COMPLETE,ORIG_SYS
LN00185,BR00185,FIXED,2020-06-29,2040-03-16,458422.20,220042.66,11.54,240,NY,PURCHASE,D,33,100K-150K,DELINQUENT,69,BlueRiver Loan Servicing,2024-05-07,2022-11-29,COMPLETE,ORIG_SYS
LN00186,BR00186,FIXED,2016-10-01,2026-08-10,229637.89,0.00,7.28,120,TX,REFI,B,27,<50K,CLOSED,0,Acme Servicing,2024-06-07,2024-03-13,COMPLETE,ORIG_SYS
LN00187,BR00187,ARM,2015-07-01,2025-05-09,431771.34,0.00,10.60,120,CA,REFI,C,10,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-30,2024-04-01,COMPLETE,ORIG_SYS
LN00188,BR00188,ARM,2016-02-02,2045-08-28,401377.26,309060.49,10.63,360,WA,PURCHASE,C,18,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-28,2024-03-25,COMPLETE,ORIG_SYS
LN00189,BR00189,ARM,2017-11-25,2027-10-04,179534.69,0.00,5.01,120,NY,CASHOUT,A,17,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-11,2024-05-14,COMPLETE,ORIG_SYS
LN00190,BR00190,ARM,2020-06-18,2030-04-27,460919.19,0.00,13.71,120,OH,PURCHASE,D,18,>150K,CLOSED,0,Acme Servicing,2024-06-11,2024-03-28,COMPLETE,ORIG_SYS
LN00191,BR00191,FIXED,2020-07-28,2050-02-21,374826.35,0.00,6.70,360,NC,REFI,B,22,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-26,2024-03-05,COMPLETE,ORIG_SYS
LN00192,BR00192,ARM,2019-03-19,2048-10-12,235568.71,113072.98,4.77,360,OH,REFI,A,34,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-05-15,2024-05-26,COMPLETE,ORIG_SYS
LN00193,BR00193,FIXED,2016-08-11,2036-04-28,201585.44,0.00,5.66,240,PA,CASHOUT,A,0,50K-100K,CLOSED,0,Acme Servicing,2024-05-07,2024-04-07,COMPLETE,ORIG_SYS
LN00194,BR00194,ARM,2018-03-31,2028-02-07,273022.29,144701.81,6.06,120,GA,REFI,B,14,>150K,DELINQUENT,152,Cardinal Mortgage Co,2024-06-27,2024-05-19,COMPLETE,ORIG_SYS
LN00195,BR00195,FIXED,2020-12-06,2030-10-15,165925.68,146014.60,9.59,120,NY,REFI,C,27,>150K,DELINQUENT,141,Acme Servicing,2024-05-15,2024-06-03,COMPLETE,ORIG_SYS
LN00196,BR00196,FIXED,2018-01-11,2037-09-28,481331.88,341745.63,7.06,240,OH,PURCHASE,B,16,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-06-27,2024-04-15,COMPLETE,ORIG_SYS
LN00197,BR00197,ARM,2020-09-23,2050-04-19,449626.41,238302.00,6.28,360,IL,PURCHASE,B,34,<50K,CURRENT,0,Cardinal Mortgage Co,2024-05-21,2024-03-13,COMPLETE,ORIG_SYS
LN00198,BR00198,FIXED,2016-12-28,2026-11-06,126110.62,45399.82,11.29,120,TX,PURCHASE,D,34,<50K,CURRENT,0,Acme Servicing,2024-06-29,2024-06-15,COMPLETE,ORIG_SYS
LN00199,BR00199,FIXED,2015-08-01,2014-08-01,311108.10,0.00,10.65,360,PA,PURCHASE,C,22,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-06,2024-04-07,COMPLETE,ORIG_SYS
